feature,importance,fold
MODE(previous_application.FLAG_LAST_APPL_PER_CONTRACT),0,2
MODE(previous_application.NAME_CASH_LOAN_PURPOSE),56,2
MODE(previous_application.NAME_CONTRACT_STATUS),47,2
MODE(previous_application.NAME_PAYMENT_TYPE),0,2
MODE(previous_application.CODE_REJECT_REASON),111,2
MODE(previous_application.NAME_TYPE_SUITE),47,2
MODE(previous_application.NAME_CLIENT_TYPE),6,2
MODE(previous_application.NAME_GOODS_CATEGORY),70,2
MODE(previous_application.NAME_PORTFOLIO),2,2
MODE(previous_application.NAME_PRODUCT_TYPE),9,2
MODE(previous_application.CHANNEL_TYPE),53,2
MODE(previous_application.NAME_SELLER_INDUSTRY),47,2
MODE(previous_application.NAME_YIELD_GROUP),107,2
MODE(previous_application.PRODUCT_COMBINATION),72,2
NUM_UNIQUE(previous_application.NAME_CONTRACT_TYPE),5,2
NUM_UNIQUE(previous_application.WEEKDAY_APPR_PROCESS_START),12,2
NUM_UNIQUE(previous_application.FLAG_LAST_APPL_PER_CONTRACT),0,2
NUM_UNIQUE(previous_application.NAME_CASH_LOAN_PURPOSE),5,2
NUM_UNIQUE(previous_application.NAME_CONTRACT_STATUS),4,2
NUM_UNIQUE(previous_application.NAME_PAYMENT_TYPE),4,2
NUM_UNIQUE(previous_application.CODE_REJECT_REASON),22,2
NUM_UNIQUE(previous_application.NAME_TYPE_SUITE),26,2
NUM_UNIQUE(previous_application.NAME_CLIENT_TYPE),4,2
NUM_UNIQUE(previous_application.NAME_GOODS_CATEGORY),11,2
NUM_UNIQUE(previous_application.NAME_PORTFOLIO),5,2
NUM_UNIQUE(previous_application.NAME_PRODUCT_TYPE),6,2
NUM_UNIQUE(previous_application.CHANNEL_TYPE),8,2
NUM_UNIQUE(previous_application.NAME_SELLER_INDUSTRY),8,2
NUM_UNIQUE(previous_application.NAME_YIELD_GROUP),11,2
NUM_UNIQUE(previous_application.PRODUCT_COMBINATION),5,2
SUM(bureau.DAYS_CREDIT),100,2
SUM(bureau.CREDIT_DAY_OVERDUE),0,2
SUM(bureau.DAYS_CREDIT_ENDDATE),158,2
SUM(bureau.DAYS_ENDDATE_FACT),76,2
SUM(bureau.AMT_CREDIT_MAX_OVERDUE),151,2
SUM(bureau.CNT_CREDIT_PROLONG),0,2
SUM(bureau.AMT_CREDIT_SUM),196,2
SUM(bureau.AMT_CREDIT_SUM_DEBT),203,2
SUM(bureau.AMT_CREDIT_SUM_LIMIT),51,2
SUM(bureau.AMT_CREDIT_SUM_OVERDUE),14,2
SUM(bureau.DAYS_CREDIT_UPDATE),100,2
SUM(bureau.AMT_ANNUITY),35,2
SUM(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),109,2
SUM(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),1,2
SUM(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM_DEBT),0,2
SUM(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM),0,2
SUM(bureau.MONTHS_BALANCE_SIZE),61,2
STD(bureau.DAYS_CREDIT),110,2
STD(bureau.CREDIT_DAY_OVERDUE),6,2
STD(bureau.DAYS_CREDIT_ENDDATE),104,2
STD(bureau.DAYS_ENDDATE_FACT),151,2
STD(bureau.AMT_CREDIT_MAX_OVERDUE),82,2
STD(bureau.CNT_CREDIT_PROLONG),17,2
STD(bureau.AMT_CREDIT_SUM),125,2
STD(bureau.AMT_CREDIT_SUM_DEBT),154,2
STD(bureau.AMT_CREDIT_SUM_LIMIT),74,2
STD(bureau.AMT_CREDIT_SUM_OVERDUE),36,2
STD(bureau.DAYS_CREDIT_UPDATE),113,2
STD(bureau.AMT_ANNUITY),48,2
STD(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),20,2
STD(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),5,2
STD(bureau.MONTHS_BALANCE_SIZE),79,2
MAX(bureau.DAYS_CREDIT),428,2
MAX(bureau.CREDIT_DAY_OVERDUE),0,2
MAX(bureau.DAYS_CREDIT_ENDDATE),344,2
MAX(bureau.DAYS_ENDDATE_FACT),256,2
MAX(bureau.AMT_CREDIT_MAX_OVERDUE),131,2
MAX(bureau.CNT_CREDIT_PROLONG),0,2
MAX(bureau.AMT_CREDIT_SUM),222,2
MAX(bureau.AMT_CREDIT_SUM_DEBT),202,2
MAX(bureau.AMT_CREDIT_SUM_LIMIT),78,2
MAX(bureau.AMT_CREDIT_SUM_OVERDUE),14,2
MAX(bureau.DAYS_CREDIT_UPDATE),145,2
MAX(bureau.AMT_ANNUITY),45,2
MAX(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),2,2
MAX(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,2
MAX(bureau.MONTHS_BALANCE_SIZE),53,2
MIN(bureau.DAYS_CREDIT),102,2
MIN(bureau.CREDIT_DAY_OVERDUE),0,2
MIN(bureau.DAYS_CREDIT_ENDDATE),109,2
MIN(bureau.DAYS_ENDDATE_FACT),94,2
MIN(bureau.AMT_CREDIT_MAX_OVERDUE),31,2
MIN(bureau.CNT_CREDIT_PROLONG),0,2
MIN(bureau.AMT_CREDIT_SUM),232,2
MIN(bureau.AMT_CREDIT_SUM_DEBT),70,2
MIN(bureau.AMT_CREDIT_SUM_LIMIT),1,2
MIN(bureau.AMT_CREDIT_SUM_OVERDUE),0,2
MIN(bureau.DAYS_CREDIT_UPDATE),62,2
MIN(bureau.AMT_ANNUITY),37,2
MIN(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),18,2
MIN(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,2
MIN(bureau.MONTHS_BALANCE_SIZE),39,2
MEDIAN(bureau.DAYS_CREDIT),246,2
MEDIAN(bureau.CREDIT_DAY_OVERDUE),0,2
MEDIAN(bureau.DAYS_CREDIT_ENDDATE),306,2
MEDIAN(bureau.DAYS_ENDDATE_FACT),131,2
MEDIAN(bureau.AMT_CREDIT_MAX_OVERDUE),81,2
MEDIAN(bureau.CNT_CREDIT_PROLONG),0,2
MEDIAN(bureau.AMT_CREDIT_SUM),245,2
MEDIAN(bureau.AMT_CREDIT_SUM_DEBT),88,2
MEDIAN(bureau.AMT_CREDIT_SUM_LIMIT),14,2
MEDIAN(bureau.AMT_CREDIT_SUM_OVERDUE),0,2
MEDIAN(bureau.DAYS_CREDIT_UPDATE),168,2
MEDIAN(bureau.AMT_ANNUITY),67,2
MEDIAN(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),83,2
MEDIAN(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,2
MEDIAN(bureau.MONTHS_BALANCE_SIZE),70,2
COUNT(bureau),54,2
MODE(bureau.CREDIT_ACTIVE),6,2
MODE(bureau.CREDIT_CURRENCY),0,2
MODE(bureau.CREDIT_TYPE),38,2
NUM_UNIQUE(bureau.CREDIT_ACTIVE),12,2
NUM_UNIQUE(bureau.CREDIT_CURRENCY),0,2
NUM_UNIQUE(bureau.CREDIT_TYPE),29,2
SUM(installments_payments.NUM_INSTALMENT_VERSION),64,2
SUM(installments_payments.NUM_INSTALMENT_NUMBER),33,2
SUM(installments_payments.AMT_INSTALMENT),58,2
SUM(installments_payments.AMT_PAYMENT),106,2
SUM(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),50,2
SUM(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),28,2
SUM(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),99,2
STD(installments_payments.NUM_INSTALMENT_VERSION),86,2
STD(installments_payments.NUM_INSTALMENT_NUMBER),46,2
STD(installments_payments.AMT_INSTALMENT),37,2
STD(installments_payments.AMT_PAYMENT),34,2
STD(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),47,2
STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),100,2
STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),75,2
MAX(installments_payments.NUM_INSTALMENT_VERSION),8,2
MAX(installments_payments.NUM_INSTALMENT_NUMBER),23,2
MAX(installments_payments.AMT_INSTALMENT),30,2
MAX(installments_payments.AMT_PAYMENT),33,2
MAX(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),7,2
MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),11,2
MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),70,2
MIN(installments_payments.NUM_INSTALMENT_VERSION),0,2
MIN(installments_payments.AMT_INSTALMENT),112,2
MIN(installments_payments.AMT_PAYMENT),130,2
MIN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),53,2
MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),0,2
MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),28,2
MEDIAN(installments_payments.NUM_INSTALMENT_VERSION),0,2
MEDIAN(installments_payments.NUM_INSTALMENT_NUMBER),28,2
MEDIAN(installments_payments.AMT_INSTALMENT),72,2
MEDIAN(installments_payments.AMT_PAYMENT),110,2
MEDIAN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),6,2
MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),9,2
MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),52,2
COUNT(installments_payments),28,2
SUM(pos_cash_balance.CNT_INSTALMENT),43,2
SUM(pos_cash_balance.CNT_INSTALMENT_FUTURE),36,2
SUM(pos_cash_balance.SK_DPD),24,2
SUM(pos_cash_balance.SK_DPD_DEF),13,2
STD(pos_cash_balance.CNT_INSTALMENT),66,2
STD(pos_cash_balance.CNT_INSTALMENT_FUTURE),53,2
STD(pos_cash_balance.SK_DPD),17,2
STD(pos_cash_balance.SK_DPD_DEF),62,2
MAX(pos_cash_balance.CNT_INSTALMENT),6,2
MAX(pos_cash_balance.CNT_INSTALMENT_FUTURE),4,2
MAX(pos_cash_balance.SK_DPD),3,2
MAX(pos_cash_balance.SK_DPD_DEF),10,2
MIN(pos_cash_balance.CNT_INSTALMENT),17,2
MIN(pos_cash_balance.CNT_INSTALMENT_FUTURE),1,2
MEDIAN(pos_cash_balance.CNT_INSTALMENT),15,2
MEDIAN(pos_cash_balance.CNT_INSTALMENT_FUTURE),50,2
MEDIAN(pos_cash_balance.SK_DPD),0,2
MEDIAN(pos_cash_balance.SK_DPD_DEF),0,2
COUNT(pos_cash_balance),3,2
MODE(pos_cash_balance.NAME_CONTRACT_STATUS),0,2
NUM_UNIQUE(pos_cash_balance.NAME_CONTRACT_STATUS),5,2
SUM(credit_card_balance.AMT_BALANCE),3,2
SUM(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),15,2
SUM(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),16,2
SUM(credit_card_balance.AMT_DRAWINGS_CURRENT),12,2
SUM(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),2,2
SUM(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),8,2
SUM(credit_card_balance.AMT_INST_MIN_REGULARITY),7,2
SUM(credit_card_balance.AMT_PAYMENT_CURRENT),15,2
SUM(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),3,2
SUM(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),1,2
SUM(credit_card_balance.AMT_RECIVABLE),0,2
SUM(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,2
SUM(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),16,2
SUM(credit_card_balance.CNT_DRAWINGS_CURRENT),10,2
SUM(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,2
SUM(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),7,2
SUM(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),2,2
SUM(credit_card_balance.SK_DPD),8,2
SUM(credit_card_balance.SK_DPD_DEF),0,2
SUM(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),23,2
STD(credit_card_balance.AMT_BALANCE),5,2
STD(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),24,2
STD(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),17,2
STD(credit_card_balance.AMT_DRAWINGS_CURRENT),9,2
STD(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),5,2
STD(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),10,2
STD(credit_card_balance.AMT_INST_MIN_REGULARITY),11,2
STD(credit_card_balance.AMT_PAYMENT_CURRENT),3,2
STD(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),3,2
STD(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),6,2
STD(credit_card_balance.AMT_RECIVABLE),7,2
STD(credit_card_balance.AMT_TOTAL_RECEIVABLE),1,2
STD(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),37,2
STD(credit_card_balance.CNT_DRAWINGS_CURRENT),24,2
STD(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),2,2
STD(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),6,2
STD(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),2,2
STD(credit_card_balance.SK_DPD),6,2
STD(credit_card_balance.SK_DPD_DEF),8,2
STD(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),6,2
MAX(credit_card_balance.AMT_BALANCE),2,2
MAX(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),2,2
MAX(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),17,2
MAX(credit_card_balance.AMT_DRAWINGS_CURRENT),5,2
MAX(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),5,2
MAX(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),7,2
MAX(credit_card_balance.AMT_INST_MIN_REGULARITY),4,2
MAX(credit_card_balance.AMT_PAYMENT_CURRENT),9,2
MAX(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),11,2
MAX(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),2,2
MAX(credit_card_balance.AMT_RECIVABLE),3,2
MAX(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,2
MAX(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),5,2
MAX(credit_card_balance.CNT_DRAWINGS_CURRENT),9,2
MAX(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,2
MAX(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),9,2
MAX(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,2
MAX(credit_card_balance.SK_DPD),2,2
MAX(credit_card_balance.SK_DPD_DEF),0,2
MAX(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),76,2
MIN(credit_card_balance.AMT_BALANCE),1,2
MIN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),13,2
MIN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),1,2
MIN(credit_card_balance.AMT_DRAWINGS_CURRENT),0,2
MIN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,2
MIN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),2,2
MIN(credit_card_balance.AMT_INST_MIN_REGULARITY),1,2
MIN(credit_card_balance.AMT_PAYMENT_CURRENT),11,2
MIN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),4,2
MIN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),2,2
MIN(credit_card_balance.AMT_RECIVABLE),3,2
MIN(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,2
MIN(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0,2
MIN(credit_card_balance.CNT_DRAWINGS_CURRENT),0,2
MIN(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,2
MIN(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0,2
MIN(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,2
MIN(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),5,2
MEDIAN(credit_card_balance.AMT_BALANCE),1,2
MEDIAN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),5,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),20,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_CURRENT),15,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),7,2
MEDIAN(credit_card_balance.AMT_INST_MIN_REGULARITY),6,2
MEDIAN(credit_card_balance.AMT_PAYMENT_CURRENT),26,2
MEDIAN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),8,2
MEDIAN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),1,2
MEDIAN(credit_card_balance.AMT_RECIVABLE),2,2
MEDIAN(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,2
MEDIAN(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),4,2
MEDIAN(credit_card_balance.CNT_DRAWINGS_CURRENT),9,2
MEDIAN(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,2
MEDIAN(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),1,2
MEDIAN(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),2,2
MEDIAN(credit_card_balance.SK_DPD),0,2
MEDIAN(credit_card_balance.SK_DPD_DEF),0,2
MEDIAN(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),42,2
COUNT(credit_card_balance),0,2
MODE(credit_card_balance.NAME_CONTRACT_STATUS),0,2
NUM_UNIQUE(credit_card_balance.NAME_CONTRACT_STATUS),3,2
COUNT(bureau_balance),4,2
MODE(bureau_balance.STATUS),10,2
NUM_UNIQUE(bureau_balance.STATUS),9,2
SUM(previous_application.STD(installments_payments.NUM_INSTALMENT_VERSION)),75,2
SUM(previous_application.STD(installments_payments.NUM_INSTALMENT_NUMBER)),35,2
SUM(previous_application.STD(installments_payments.AMT_INSTALMENT)),47,2
SUM(previous_application.STD(installments_payments.AMT_PAYMENT)),37,2
SUM(previous_application.STD(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),65,2
SUM(previous_application.STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),61,2
SUM(previous_application.STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),67,2
SUM(previous_application.MAX(installments_payments.NUM_INSTALMENT_VERSION)),11,2
SUM(previous_application.MAX(installments_payments.NUM_INSTALMENT_NUMBER)),26,2
SUM(previous_application.MAX(installments_payments.AMT_INSTALMENT)),35,2
SUM(previous_application.MAX(installments_payments.AMT_PAYMENT)),26,2
SUM(previous_application.MAX(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),12,2
SUM(previous_application.MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),22,2
SUM(previous_application.MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),63,2
SUM(previous_application.MIN(installments_payments.NUM_INSTALMENT_VERSION)),1,2
SUM(previous_application.MIN(installments_payments.NUM_INSTALMENT_NUMBER)),0,2
SUM(previous_application.MIN(installments_payments.AMT_INSTALMENT)),72,2
SUM(previous_application.MIN(installments_payments.AMT_PAYMENT)),268,2
SUM(previous_application.MIN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),32,2
SUM(previous_application.MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),0,2
SUM(previous_application.MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),158,2
SUM(previous_application.MEDIAN(installments_payments.NUM_INSTALMENT_VERSION)),10,2
SUM(previous_application.MEDIAN(installments_payments.NUM_INSTALMENT_NUMBER)),32,2
SUM(previous_application.MEDIAN(installments_payments.AMT_INSTALMENT)),27,2
SUM(previous_application.MEDIAN(installments_payments.AMT_PAYMENT)),41,2
SUM(previous_application.MEDIAN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),8,2
SUM(previous_application.MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),2,2
SUM(previous_application.MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),85,2
SUM(previous_application.STD(pos_cash_balance.CNT_INSTALMENT)),90,2
SUM(previous_application.STD(pos_cash_balance.CNT_INSTALMENT_FUTURE)),45,2
SUM(previous_application.STD(pos_cash_balance.SK_DPD)),8,2
SUM(previous_application.STD(pos_cash_balance.SK_DPD_DEF)),30,2
SUM(previous_application.MAX(pos_cash_balance.CNT_INSTALMENT)),9,2
SUM(previous_application.MAX(pos_cash_balance.CNT_INSTALMENT_FUTURE)),15,2
SUM(previous_application.MAX(pos_cash_balance.SK_DPD)),2,2
SUM(previous_application.MAX(pos_cash_balance.SK_DPD_DEF)),14,2
SUM(previous_application.MIN(pos_cash_balance.CNT_INSTALMENT)),47,2
SUM(previous_application.MIN(pos_cash_balance.CNT_INSTALMENT_FUTURE)),144,2
SUM(previous_application.MIN(pos_cash_balance.SK_DPD)),0,2
SUM(previous_application.MIN(pos_cash_balance.SK_DPD_DEF)),0,2
SUM(previous_application.MEDIAN(pos_cash_balance.CNT_INSTALMENT)),11,2
SUM(previous_application.MEDIAN(pos_cash_balance.CNT_INSTALMENT_FUTURE)),49,2
SUM(previous_application.MEDIAN(pos_cash_balance.SK_DPD)),9,2
SUM(previous_application.MEDIAN(pos_cash_balance.SK_DPD_DEF)),0,2
SUM(previous_application.NUM_UNIQUE(pos_cash_balance.NAME_CONTRACT_STATUS)),8,2
SUM(previous_application.STD(credit_card_balance.AMT_BALANCE)),10,2
SUM(previous_application.STD(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL)),8,2
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT)),9,2
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_CURRENT)),5,2
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT)),1,2
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_POS_CURRENT)),5,2
SUM(previous_application.STD(credit_card_balance.AMT_INST_MIN_REGULARITY)),7,2
SUM(previous_application.STD(credit_card_balance.AMT_PAYMENT_CURRENT)),10,2
SUM(previous_application.STD(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT)),5,2
SUM(previous_application.STD(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL)),10,2
SUM(previous_application.STD(credit_card_balance.AMT_RECIVABLE)),5,2
SUM(previous_application.STD(credit_card_balance.AMT_TOTAL_RECEIVABLE)),0,2
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT)),50,2
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_CURRENT)),18,2
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT)),0,2
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_POS_CURRENT)),4,2
SUM(previous_application.STD(credit_card_balance.CNT_INSTALMENT_MATURE_CUM)),1,2
SUM(previous_application.STD(credit_card_balance.SK_DPD)),4,2
SUM(previous_application.STD(credit_card_balance.SK_DPD_DEF)),0,2
SUM(previous_application.STD(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL)),7,2
SUM(previous_application.MAX(credit_card_balance.AMT_BALANCE)),8,2
SUM(previous_application.MAX(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL)),2,2
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT)),2,2
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_CURRENT)),0,2
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT)),0,2
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_POS_CURRENT)),2,2
SUM(previous_application.MAX(credit_card_balance.AMT_INST_MIN_REGULARITY)),1,2
SUM(previous_application.MAX(credit_card_balance.AMT_PAYMENT_CURRENT)),1,2
SUM(previous_application.MAX(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT)),5,2
SUM(previous_application.MAX(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL)),6,2
SUM(previous_application.MAX(credit_card_balance.AMT_RECIVABLE)),2,2
SUM(previous_application.MAX(credit_card_balance.AMT_TOTAL_RECEIVABLE)),0,2
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT)),4,2
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_CURRENT)),4,2
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT)),0,2
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_POS_CURRENT)),1,2
SUM(previous_application.MAX(credit_card_balance.CNT_INSTALMENT_MATURE_CUM)),1,2
SUM(previous_application.MAX(credit_card_balance.SK_DPD)),0,2
SUM(previous_application.MAX(credit_card_balance.SK_DPD_DEF)),0,2
SUM(previous_application.MAX(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL)),24,2
SUM(previous_application.MIN(credit_card_balance.AMT_BALANCE)),5,2
SUM(previous_application.MIN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL)),5,2
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT)),0,2
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_CURRENT)),1,2
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT)),0,2
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT)),2,2
SUM(previous_application.MIN(credit_card_balance.AMT_INST_MIN_REGULARITY)),0,2
SUM(previous_application.MIN(credit_card_balance.AMT_PAYMENT_CURRENT)),4,2
SUM(previous_application.MIN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT)),1,2
SUM(previous_application.MIN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL)),6,2
SUM(previous_application.MIN(credit_card_balance.AMT_RECIVABLE)),3,2
SUM(previous_application.MIN(credit_card_balance.AMT_TOTAL_RECEIVABLE)),0,2
